settore_attivita,n_dipendenti,metri_quadri,numero_sedi,percentuale_tempo_determinato,certificazione_iso_45001,settore_regolamentato,presenza_macchinari_pesanti,lavoro_in_quota,presenza_sostanze_chimiche,rumorosita_db,presenza_videoterminali,temperatura_ambiente,presenza_sistemi_elettrici,numero_macchinari,quantita_sostanze_chimiche,rischio_meccanico,rischio_caduta,rischio_chimico,rischio_rumore,rischio_elettrico,rischio_informatica
Turismo,842,6865,6,70.17540390224384,0,0,1,0,0,47.92670481443616,0,25.489111792203172,0,70,992.0322765436572,0.6301448298026444,0.12065363775996392,0.0,0.1321117469072693,0.1,0.2
Tecnologia,384,8851,4,92.27969363705719,0,0,0,1,1,53.05222231325503,0,19.041015062376005,1,60,309.3325166465616,0.7455950676141392,0.7932343632886126,0.3093325166465616,0.2175370385542505,0.8,0.2
Commercio,705,558,8,80.60598421181098,0,0,1,0,0,60.40914293195243,0,18.336113523500053,1,38,130.2542205907421,0.6962448121042947,0.1519106079140718,0.0,0.3401523821992072,0.8,0.2
Finanza e assicurazioni,212,7730,1,28.67647633549202,0,0,1,1,1,90.08530378935002,1,28.73155948495548,0,5,261.2176222408512,0.9254161499562853,0.932185993900132,0.2612176222408512,0.8347550631558337,0.1,0.7
Edilizia,184,5758,1,84.46663578801119,0,0,0,1,0,63.93179708016639,1,17.939789026132658,1,24,556.3025468113661,0.7955020784822179,0.713281246316455,0.0,0.3988632846694398,0.8,0.7
Tecnologia,136,6508,9,62.8515897770607,1,0,1,0,1,49.48558324268453,0,25.89017958807265,1,64,588.1885175596401,0.7892582452239091,0.1726291888764144,0.5881885175596401,0.1580930540447421,0.8,0.2
Turismo,947,6005,5,77.73333862797243,0,0,0,0,1,97.11062728042468,0,17.00466748642912,0,17,648.1103569940543,0.09453479989587521,0.07545435263387557,0.6481103569940543,0.951843788007078,0.1,0.2
Finanza e assicurazioni,385,6396,1,89.04153151833131,0,0,1,0,1,48.759645642177695,1,33.358917798272955,1,58,330.4490000181708,0.8326442165878445,0.0373553345039036,0.3304490000181708,0.1459940940362949,0.8,0.7
Trasporti e logistica,76,9956,8,20.18720773079099,1,0,1,1,1,81.50353623613786,1,21.992406108251153,0,83,154.35490904594107,0.6050371484402874,0.7170621515182486,0.15435490904594107,0.691725603935631,0.1,0.7
Agricoltura,877,2567,2,92.12615065282586,1,0,0,0,0,62.89961915212223,0,26.947433572668213,0,8,985.8335471033508,0.16384541545065975,0.17065425762970465,0.0,0.38166031920203713,0.1,0.2
Agricoltura,322,1867,6,86.76587289369427,1,0,1,1,0,86.85125770042292,1,24.57807885552711,0,3,455.3708923859455,0.8250577985622195,0.905753277736587,0.0,0.7808542950070486,0.1,0.7
Telecomunicazioni,683,2756,1,51.97221510075269,0,0,0,1,0,67.31873916301441,1,34.108954834623404,0,17,124.74996487946399,0.24321936374751982,0.798980703006553,0.0,0.4553123193835736,0.1,0.7
Tecnologia,855,2972,4,44.39591441872742,1,0,1,0,1,90.81780611462888,1,19.61158427234752,0,99,893.2684857375067,0.9050299939259353,0.008211666984542855,0.8932684857375067,0.8469634352438147,0.1,0.7
Telecomunicazioni,567,9666,6,70.81216358405179,1,0,0,1,1,46.658169842194255,1,29.34902472135957,0,8,636.3897423319875,0.24741016857555567,0.727277000171874,0.6363897423319874,0.11096949736990425,0.1,0.7
Commercio,57,8270,3,48.49298900107877,1,0,0,0,1,86.95578754677948,1,33.02605026506077,1,14,757.2741305566736,0.23668169051617086,0.18809093608376096,0.7572741305566736,0.7825964591129912,0.8,0.7
Turismo,753,7205,3,67.13153111841046,1,0,0,1,1,61.714797983920654,0,32.064206004759825,1,43,339.9850484880326,0.7721908674622688,0.7547715683886249,0.33998504848803257,0.3619132997320109,0.8,0.2
Telecomunicazioni,384,3067,5,0.49280094873725977,0,0,0,1,0,97.69906935641885,1,25.406732767681554,1,26,878.2415739513599,0.6685865000953266,0.953863828179035,0.0,0.9616511559403141,0.8,0.7
Tecnologia,531,810,7,82.06796570014778,1,0,0,0,0,82.41622731592442,1,27.020039084922818,0,34,984.2320800824067,0.8934970041328436,0.07505167231542549,0.0,0.7069371219320736,0.1,0.7
Agricoltura,867,1958,1,65.26948691441686,0,0,1,0,0,56.35440682123181,1,20.221846354862222,1,27,4.641320312647856,0.8487771665438607,0.04413329086535352,0.0,0.2725734470205302,0.8,0.7
Servizi,996,4508,8,34.372285249683166,1,0,0,1,1,42.089158340347666,0,22.641073240638995,1,76,553.7882304123349,0.8699907979212875,0.7297312585219368,0.5537882304123349,0.034819305672461096,0.8,0.2
Servizi,229,8464,9,19.357882785458237,1,0,0,0,0,72.02820592040788,1,20.796206447793637,0,2,472.22352956398737,0.003720695078729996,0.10626271405205356,0.0,0.533803432006798,0.1,0.7
Edilizia,49,7965,6,39.03862124489571,1,0,0,0,0,80.82727653264459,0,19.58907691622499,0,29,316.01859873011375,0.993618856656926,0.14384147795781,0.0,0.6804546088774098,0.1,0.2
Servizi,241,2605,4,8.060254040394776,0,0,1,1,0,53.45311717414191,1,28.464846195447752,0,64,622.7823518934146,0.6194591418320724,0.8683300353188248,0.0,0.2242186195690318,0.1,0.7
Industria manifatturiera,124,1283,7,49.465403854773385,0,1,1,0,0,94.40305149724304,0,29.495817102032248,1,34,832.8333250267651,0.8254415856286954,0.03482620573577677,0.0,0.9067175249540507,0.8,0.2
Educazione,699,3124,5,76.39402723195676,0,0,1,0,0,65.35373144881754,1,17.363133264958833,0,40,152.30276729085824,0.7312576570590288,0.01357861060280896,0.0,0.42256219081362567,0.1,0.7
Tecnologia,400,3397,4,61.72481515522931,1,0,0,0,0,64.03629345602064,0,21.212008470470195,1,33,942.538724643266,0.8876959699646065,0.09588859264347778,0.0,0.4006048909336774,0.8,0.2
Telecomunicazioni,449,1445,9,77.00779245584926,1,0,1,1,1,58.75651400147019,1,17.885305789800544,1,28,272.12112807418754,0.8831261417358593,0.8868505566461188,0.27212112807418753,0.31260856669116976,0.8,0.7
Educazione,333,2744,9,50.08487153105173,1,0,0,0,0,94.74835678780931,1,16.09729284495807,0,22,375.1703848414267,0.9256157613827192,0.11160060203769229,0.0,0.9124726131301553,0.1,0.7
Educazione,860,2405,9,74.13081552721371,0,0,0,0,0,54.49466414139738,0,24.650033093159546,1,71,972.5923486022537,0.8200173833212863,0.12587441247974693,0.0,0.24157773568995633,0.8,0.2
Servizi,345,3013,8,62.59589715678663,0,0,1,0,0,86.95571413623233,1,21.066036359089168,0,57,441.40408376152783,0.7187072205280636,0.03822180989401674,0.0,0.7825952356038722,0.1,0.7
Trasporti e logistica,145,5688,5,99.73143846352089,1,0,0,1,1,69.98593731543039,1,29.01743175898145,0,18,82.2102123961762,0.05714780731942672,0.9368609757921921,0.08221021239617621,0.49976562192383983,0.1,0.7
Industria manifatturiera,401,2849,9,23.324605154767507,1,1,0,1,1,76.55520713219194,1,26.93650225653817,0,94,374.919046717913,0.978062837902261,0.704399720532769,0.374919046717913,0.6092534522031989,0.1,0.7
Commercio,487,5432,1,75.93128535021987,0,0,0,0,1,94.55121529927726,0,32.13523220984412,1,70,719.5200870460457,0.6471119099461893,0.12400140725712006,0.7195200870460456,0.909186921654621,0.8,0.2
Trasporti e logistica,712,9555,4,27.694418418550313,1,0,1,0,0,42.49663979966747,1,34.376090251852744,1,28,640.1124055543966,0.7995710170246815,0.026688253443444145,0.0,0.04161066332779117,0.8,0.7
Sanità,647,6006,6,14.656441605584813,1,0,0,1,1,61.61780974704104,1,24.68602615827777,0,90,47.135682921795265,0.9911074955713918,0.7183573221681004,0.04713568292179526,0.3602968291173507,0.1,0.7
Media e intrattenimento,820,6386,3,50.49758002118917,1,0,0,0,0,63.24208058648255,1,26.861714720814433,1,58,930.592007717869,0.9460319320028354,0.18920894474053562,0.0,0.3873680097747092,0.8,0.7
Media e intrattenimento,322,7705,2,37.00282043590698,1,0,0,0,0,61.10522062011323,1,19.1141813198669,0,92,759.3677190567965,0.6314675816750335,0.14112252126019295,0.0,0.35175367700188714,0.1,0.7
Trasporti e logistica,381,7286,9,31.17740802928265,0,0,1,0,0,86.71702024139725,1,16.318139097860723,1,16,368.3903124441228,0.8212949350360293,0.17586825005872128,0.0,0.7786170040232875,0.8,0.7
Turismo,992,8110,7,49.42170705869204,0,0,1,1,0,69.30579662987061,0,33.94073180773441,0,21,955.3071273714611,0.6644429506950583,0.9252661054362445,0.0,0.4884299438311769,0.1,0.2
Media e intrattenimento,596,8000,4,16.707166184695566,1,0,1,0,1,40.9118273868776,0,28.354810476288712,0,75,45.243158983450215,0.9167936871668684,0.16505330836954146,0.045243158983450216,0.01519712311462662,0.1,0.2
Turismo,865,6455,1,52.76765202362007,1,0,0,1,0,82.09156371141486,0,30.637261569288235,1,58,231.6731472005965,0.9649617121760722,0.750008055841344,0.0,0.7015260618569144,0.8,0.2
Agricoltura,386,1388,8,49.135560905701524,0,0,0,0,0,66.15088186266578,0,30.65419148244267,1,97,624.6864057024404,0.6494834937384131,0.0419009319432317,0.0,0.43584803104442976,0.8,0.2
Turismo,837,4732,2,22.3861339043834,1,0,1,0,1,80.1179875431522,1,23.055990308126635,0,78,893.3175299858947,0.7334892266338058,0.0942674561628511,0.8933175299858946,0.6686331257192033,0.1,0.7
Industria manifatturiera,221,2638,9,20.761052946552006,1,1,1,0,1,43.22935419857732,0,26.306549872504966,1,58,959.7890017135437,0.8568032681612339,0.1611716925795124,0.9597890017135438,0.05382256997628865,0.8,0.2
Commercio,794,1034,7,98.51437242728609,1,0,0,0,0,60.03444016162497,0,25.405832414132338,1,51,439.9100262245961,0.8653247324435419,0.12164105737329556,0.0,0.33390733602708284,0.8,0.2
Turismo,681,3121,6,4.839482564194453,1,0,0,0,1,73.35640848149515,0,25.22761919889231,0,25,626.5051813715571,0.6264521614518809,0.18321652678160238,0.6265051813715571,0.5559401413582525,0.1,0.2
Commercio,848,3816,6,94.47433545206988,0,0,0,1,0,46.136028330756,0,34.41163785286838,1,11,421.3680539772852,0.24756450624735057,0.8402939454064328,0.0,0.1022671388459333,0.8,0.2
Energia,115,4899,2,11.595909095896218,1,1,0,1,0,96.1690444296438,1,21.190033830644357,1,52,190.85513243617146,0.9945975152312652,0.9142692185145145,0.0,0.9361507404940634,0.8,0.7
Agricoltura,16,7895,3,84.31351703093245,1,0,1,0,0,85.13806239287646,1,19.31717461123571,1,18,516.2054523968342,0.8168286924773542,0.1872050083728809,0.0,0.7523010398812744,0.8,0.7
Sanità,371,3674,4,95.68296706571566,1,0,1,0,0,87.67012210603036,1,28.963618832922485,0,23,253.06961021919895,0.8246561250440035,0.1026064735735426,0.0,0.794502035100506,0.1,0.7
Turismo,929,6526,6,94.02616479522501,1,0,0,1,1,44.48119129315414,0,22.966900297559043,0,16,339.3729459965712,0.08783840073900945,0.8209477690792744,0.3393729459965712,0.074686521552569,0.1,0.2
Commercio,170,7740,2,29.025702339323946,1,0,1,1,1,73.59300842530133,1,21.563133070894423,0,32,840.5988942696579,0.9480425930051325,0.7847172124521133,0.8405988942696578,0.5598834737550222,0.1,0.7
Educazione,744,4424,2,50.71051222041505,0,0,1,1,0,46.82589192585261,0,25.460387295192533,0,59,184.61795563743422,0.6275399022592497,0.8236170435713835,0.0,0.11376486543087681,0.1,0.2
Tecnologia,444,4935,3,51.363875076783486,1,0,1,0,0,91.93404043267824,1,15.208869732641526,1,29,548.1558249234192,0.8209208656027762,0.0736801781339749,0.0,0.8655673405446375,0.8,0.7
Energia,181,5488,1,89.85513408311311,1,1,0,1,1,98.04088649723867,1,24.289232701792546,1,51,477.5091724697581,0.6102262082757122,0.7248432510241702,0.4775091724697581,0.9673481082873112,0.8,0.7
Media e intrattenimento,307,683,4,85.75184579789392,1,0,1,0,1,81.92331405045083,0,31.129594104119143,1,71,729.2570361816998,0.9442175946756841,0.14708100636674898,0.7292570361816998,0.6987219008408471,0.8,0.2
Servizi,208,4585,4,51.83714394307214,0,0,1,0,1,41.68434296668616,1,26.24771936577393,1,17,415.5124384310114,0.7431112284922787,0.014210118264870576,0.4155124384310114,0.02807238277810266,0.8,0.7
Industria manifatturiera,223,8531,3,13.923616734459277,1,1,1,0,1,68.923705174022,1,33.34132640168114,1,47,340.65461384141173,0.6249482655628786,0.11444231658873308,0.3406546138414117,0.48206175290036674,0.8,0.7
Energia,624,6095,8,99.91431151460918,0,1,1,0,0,74.84032108491445,1,27.856719194289887,0,80,441.3665223843175,0.7672067128233021,0.18073213231526802,0.0,0.5806720180819075,0.1,0.7
Sanità,922,3072,4,89.32910310478536,0,0,1,1,1,76.54361900141603,1,18.291201177514388,1,33,521.7043277984478,0.9850703419832036,0.8962712447220409,0.5217043277984478,0.6090603166902672,0.8,0.7
Media e intrattenimento,48,4527,4,44.62550072398662,0,0,0,1,1,58.380613418793295,0,22.226651118306755,0,21,22.497437784311792,0.8664543261974291,0.809734767909303,0.02249743778431179,0.30634355697988824,0.1,0.2
Industria manifatturiera,229,9235,5,80.63307004123644,0,1,0,0,1,50.10466360365076,0,15.412132792168743,1,20,23.349395744960198,0.05343380053841479,0.1531312032776574,0.023349395744960196,0.16841106006084605,0.8,0.2
Telecomunicazioni,972,6555,7,50.48182800077482,1,0,0,0,1,97.26884933000827,1,31.845998362531535,0,54,486.8482514992408,0.6426623041589155,0.015370385319542957,0.4868482514992408,0.9544808221668044,0.1,0.7
Energia,218,1071,9,87.85442379112675,1,1,1,0,0,76.19555482023804,1,20.635109827561735,0,97,994.7435499562948,0.7253934059344351,0.16074664313586162,0.0,0.6032592470039674,0.1,0.7
Finanza e assicurazioni,252,6964,4,73.77099648099879,1,0,1,1,0,93.1817855175228,0,19.751457922401237,1,89,714.960309000601,0.9750934822315004,0.7716438618497523,0.0,0.8863630919587133,0.8,0.2
Edilizia,598,1297,4,63.65817563166976,0,0,1,0,1,54.81367003958438,1,16.799747560248157,0,10,780.6523278904132,0.9719761819775882,0.04697589491402998,0.7806523278904132,0.24689450065973967,0.1,0.7
Servizi,785,4136,3,83.48031236246042,1,0,1,0,0,81.72008646210531,1,30.190381399537607,1,60,925.3900989678756,0.9136529289175535,0.19246542555147425,0.0,0.695334774368422,0.8,0.7
Edilizia,148,4339,7,16.5633827164256,0,0,0,1,1,68.89779067378471,1,28.444713914447526,0,79,276.4741214036729,0.7101540473184794,0.780790459402817,0.2764741214036729,0.48162984456307856,0.1,0.7
Commercio,48,5212,8,7.808984756999681,0,0,0,0,1,79.66783637798662,1,32.267419022499425,0,38,167.1145238562095,0.6996810054236694,0.08704009477030622,0.1671145238562095,0.6611306062997769,0.1,0.7
Industria manifatturiera,317,5231,1,55.904630617901994,1,1,1,0,0,73.81330147955674,1,27.43168177074843,1,16,643.4218192801343,0.6666539612099786,0.12011298166861695,0.0,0.563555024659279,0.8,0.7
Sanità,265,7705,5,35.26806511974478,0,0,1,1,0,91.71425519342174,0,25.654439733080693,0,23,682.4931460823394,0.9270780090803309,0.8866317401263721,0.0,0.8619042532236956,0.1,0.2
Commercio,74,1292,8,71.09015884156469,0,0,0,1,0,73.3115367016804,0,31.50130509143432,1,32,852.2112914282319,0.9586845505945717,0.7412424184351817,0.0,0.5551922783613399,0.8,0.2
Tecnologia,117,8432,3,81.69448588053953,0,0,0,1,0,98.35760004950771,0,16.631493307994525,1,37,477.0795541216133,0.8039377368060318,0.9895545536509225,0.0,0.9726266674917952,0.8,0.2
Tecnologia,293,2985,5,62.27859251147883,0,0,1,0,0,99.79602069366427,1,27.697289224681604,0,7,381.1711123627515,0.6554790337210158,0.12935451255607772,0.0,0.9966003448944046,0.1,0.7
Servizi,968,6768,5,80.70050753125585,1,0,1,1,1,48.92732727393589,1,19.298688715452883,0,17,556.4152583270205,0.6663364450677205,0.9908476461740194,0.5564152583270205,0.14878878789893146,0.1,0.7
Industria manifatturiera,874,1027,8,2.3175641710221684,0,1,1,1,0,40.24825095740619,0,30.924632862166362,1,90,665.462640323499,0.8593756591004675,0.8315322570507724,0.0,0.0041375159567698695,0.8,0.2
Tecnologia,895,3002,4,75.17769895460998,1,0,1,1,0,93.31813859358466,0,32.76328168687656,0,42,988.9586844620111,0.856708269069782,0.9952440766138004,0.0,0.8886356432264111,0.1,0.2
Agricoltura,422,7755,3,26.926676516822912,0,0,0,0,1,76.60187309957753,0,24.066439009943522,1,31,103.8664096886871,0.9640051112323038,0.11649408456142217,0.1038664096886871,0.6100312183262921,0.8,0.2
Turismo,732,1594,8,43.55022301540923,1,0,1,0,1,81.21101935037585,1,28.440834314526086,0,65,71.91506356175137,0.6105689069045346,0.12379977202251709,0.07191506356175137,0.6868503225062642,0.1,0.7
Industria manifatturiera,10,9503,3,16.99088166099435,0,1,0,1,0,48.87596309423457,0,27.872446361694482,0,84,604.9226934679942,0.7276618709685473,0.7588323499123015,0.0,0.14793271823724286,0.1,0.2
Energia,566,7973,6,6.2697405820995815,1,1,1,1,0,90.11097453677395,1,34.46529844128006,0,89,363.43704025658076,0.9002545106303274,0.8190518150085645,0.0,0.8351829089462325,0.1,0.7
Telecomunicazioni,794,4890,5,77.4078984157717,1,0,1,1,0,50.681442349466636,0,32.8269937070852,0,15,384.14490055756335,0.9933003970218139,0.8586585987835456,0.0,0.17802403915777726,0.1,0.2
Industria manifatturiera,383,5255,1,64.41574635231794,1,1,1,1,0,85.8424544776039,0,23.196395698712244,1,15,277.1827562141083,0.9495753872822186,0.7592615253837519,0.0,0.7640409079600649,0.8,0.2
Trasporti e logistica,423,6424,5,66.19418957763703,0,0,0,1,1,45.35903585406912,0,22.244353994051806,0,81,663.8782787334494,0.8425912769028737,0.9532023750048906,0.6638782787334494,0.08931726423448533,0.1,0.2
Finanza e assicurazioni,928,9358,5,31.54596459604494,1,0,1,1,1,85.29987177070362,1,22.609383422838036,1,66,595.5397240652729,0.9957985006603098,0.8406439239108341,0.5955397240652729,0.7549978628450603,0.8,0.7
Tecnologia,424,6152,2,14.73247310394199,1,0,0,1,1,58.94351126004257,0,26.89430639741774,0,5,861.7923075711658,0.14334307992825387,0.7121164946157835,0.8617923075711658,0.3157251876673762,0.1,0.2
Industria manifatturiera,610,6717,3,93.30328695645213,0,1,0,0,1,43.801217742904676,0,26.189199771137538,0,25,554.1113933614075,0.6262380696721213,0.11215586564861409,0.5541113933614075,0.06335362904841127,0.1,0.2
Edilizia,494,8233,9,81.08086621277076,1,0,0,1,0,50.48528046836928,0,28.034313644329067,1,77,510.2677177698376,0.9656309821175825,0.8775823800305276,0.0,0.17475467447282136,0.8,0.2
Tecnologia,645,4971,4,87.56447753648429,0,0,0,0,0,89.96888879612249,1,29.35772311298605,1,92,718.6568832208491,0.8572240231236394,0.05358581132208911,0.0,0.8328148132687081,0.8,0.7
Finanza e assicurazioni,477,816,9,85.87448513920182,1,0,0,1,0,96.60163668068162,1,18.666270308126222,1,26,717.4029742801217,0.8568821057130959,0.8992742672058309,0.0,0.9433606113446937,0.8,0.7
Telecomunicazioni,258,572,8,14.308197533169608,0,0,0,1,1,57.839278337928626,0,24.755094157247164,0,0,103.12164309144922,0.04828027602902685,0.7040018562162306,0.10312164309144921,0.29732130563214376,0.1,0.2
Sanità,208,4976,3,3.417983360785326,1,0,0,1,0,50.23803527340306,0,34.719518962669554,1,84,628.8192987994865,0.73304547151526,0.856174832098862,0.0,0.17063392122338428,0.8,0.2
Trasporti e logistica,468,8873,5,29.48237701558648,0,0,1,0,1,94.90883403764064,1,16.66430513747299,1,64,404.6762893557109,0.6267756664976326,0.19571968845862778,0.40467628935571087,0.9151472339606774,0.8,0.7
Media e intrattenimento,761,952,1,96.57366967709746,1,0,0,1,1,71.15807652700596,1,19.050207351536578,0,83,683.6942286606379,0.8798167037930533,0.7347053543835607,0.6836942286606379,0.5193012754500993,0.1,0.7
Agricoltura,718,785,4,13.96911189464305,1,0,0,0,0,59.45695390975778,1,20.505090943995995,0,61,726.0264769854674,0.7527637539058832,0.16074945474998012,0.0,0.32428256516262965,0.1,0.7
Telecomunicazioni,251,4479,2,24.1263536330675,1,0,1,0,1,52.160361597633816,1,33.26983435115588,1,98,58.95529598930715,0.6186995109984953,0.0796578818258904,0.058955295989307155,0.20267269329389695,0.8,0.7
Sanità,774,893,6,13.901776617965478,1,0,1,1,1,66.99626780978352,1,26.23879478144875,1,79,44.20448265735133,0.7527355903519122,0.9700087425987811,0.04420448265735133,0.4499377968297253,0.8,0.7
Tecnologia,600,6383,5,13.004420603136513,1,0,1,1,1,83.54469645758985,1,15.298856991254796,0,20,644.8952941120917,0.9819383350359218,0.9563867069918086,0.6448952941120918,0.7257449409598309,0.1,0.7
Commercio,956,5138,2,18.753717340118204,0,0,0,1,1,58.64240235798887,1,29.717312748140145,0,95,212.241825522388,0.6555347174726629,0.8253159565682607,0.21224182552238802,0.3107067059664812,0.1,0.7
Turismo,299,4977,3,25.785179289608905,1,0,0,1,1,57.8637694403563,1,20.410696971813135,0,61,944.9599776123492,0.6034932804024886,0.7898325135124835,0.9449599776123493,0.297729490672605,0.1,0.7
Telecomunicazioni,816,6518,8,90.4274499159669,0,0,0,1,1,74.20801824589176,0,23.87897919551742,1,77,481.3139093707831,0.9342849346213525,0.9248820866217866,0.4813139093707831,0.5701336374315294,0.8,0.2
Finanza e assicurazioni,578,4424,6,26.373740669444434,1,0,0,1,1,66.02646739778893,1,27.634064661141327,1,32,656.9639863936096,0.8400793891973772,0.8106475041648279,0.6569639863936096,0.43377445662981556,0.8,0.7
Turismo,678,2430,5,4.775001751690344,1,0,1,0,1,77.77182469357989,0,18.161624967689004,0,79,774.2368103842529,0.6982769931009658,0.15784814764793756,0.7742368103842528,0.6295304115596648,0.1,0.2
Turismo,877,6877,2,18.01768700454558,0,0,1,1,1,50.266598174475256,1,23.617660888189274,1,41,530.944803562714,0.9384885593925418,0.771921548224748,0.530944803562714,0.1711099695745876,0.8,0.7
Tecnologia,778,3337,9,62.481253472188946,1,0,0,0,0,62.60904165529614,0,27.390548598198542,1,75,108.60203561163661,0.9193541873254523,0.10006787616665143,0.0,0.3768173609216023,0.8,0.2
Trasporti e logistica,673,6576,1,42.197411567185895,0,0,1,1,1,69.68836539408024,1,29.647478109966087,1,41,585.6384142542925,0.768759428066668,0.8290670023940901,0.5856384142542924,0.4948060899013373,0.8,0.7
Media e intrattenimento,795,2315,9,36.66379465294825,1,0,1,0,1,83.59995794817019,1,18.777133194547257,1,5,689.9547411066386,0.7471608941375415,0.1237594875795538,0.6899547411066386,0.7266659658028364,0.8,0.7
Finanza e assicurazioni,346,190,9,87.51308276604247,1,0,1,0,0,63.303813556338355,0,22.924966294600658,0,43,876.3583599814679,0.9433093208011452,0.018908825423431554,0.0,0.38839689260563925,0.1,0.2
Finanza e assicurazioni,418,1539,9,81.20260568382001,0,0,0,0,1,40.65781784089005,1,17.20418533081349,0,36,697.8569170679674,0.7247869129903878,0.070246158208497,0.6978569170679674,0.010963630681500783,0.1,0.7
Agricoltura,55,7981,6,46.716539164239514,0,0,0,1,0,97.88464483335821,1,15.28768958582239,0,73,658.7693435445735,0.9917914413698047,0.8065527749695905,0.0,0.9647440805559702,0.1,0.7
Educazione,29,9807,9,99.93363701699451,0,0,0,1,1,53.42551476883292,0,19.321256833037246,0,28,926.3908948825189,0.889978737792191,0.9094546181789661,0.9263908948825189,0.22375857948054864,0.1,0.2
Trasporti e logistica,655,4579,6,31.85527619016004,1,0,0,1,1,92.21146447538766,0,15.813658610770378,1,90,908.7323029930097,0.8140836868535358,0.7050312261235873,0.9087323029930098,0.8701910745897943,0.8,0.2
Energia,466,9626,9,99.50158658523094,1,1,1,0,0,94.81998146193433,1,19.996490748598234,0,59,746.7899711483775,0.64589938359889,0.18000977074024743,0.0,0.9136663576989056,0.1,0.7
Agricoltura,664,4458,2,2.948619227741067,0,0,0,0,1,96.19791665549849,0,31.12824340037093,1,55,173.26677779479527,0.896624325605974,0.1381613459529615,0.17326677779479527,0.9366319442583081,0.8,0.2
Commercio,735,3426,2,51.567583358730296,0,0,0,1,1,49.25354640334536,0,29.014954545171435,1,69,439.1340825182283,0.9656988867066367,0.996727629680336,0.4391340825182283,0.15422577338908935,0.8,0.2
Trasporti e logistica,244,9550,1,65.81432250300836,1,0,1,0,1,73.34825485646766,0,24.440403272823048,1,97,458.92939211814553,0.9618297716547816,0.12789347407697435,0.45892939211814554,0.5558042476077943,0.8,0.2
Energia,422,8232,9,47.18209527768629,1,1,0,1,0,60.731905631677535,0,16.55563148634595,0,88,711.8574513738312,0.9678734640361617,0.9002793678408111,0.0,0.3455317605279589,0.1,0.2
Energia,278,3254,5,25.999598274219736,0,1,1,1,0,73.58854624015521,0,15.803785983103651,1,41,861.4340073280342,0.6909700377553454,0.9074834290406726,0.0,0.5598091040025869,0.8,0.2
Trasporti e logistica,107,5463,3,34.953540939453276,1,0,1,1,0,67.5495815750542,1,24.198276236622306,0,48,555.8970414417216,0.8797463617984229,0.7632526526086663,0.0,0.4591596929175701,0.1,0.7
Turismo,915,8809,1,75.65937708342054,1,0,1,1,0,79.58291884376747,0,23.41964062510052,1,42,330.76488246160073,0.8282166926926191,0.9325408518792047,0.0,0.6597153140627913,0.8,0.2
Media e intrattenimento,110,1507,5,30.03437555603805,1,0,1,0,0,46.76676109076149,0,24.60168844774906,0,48,335.802304595097,0.9465999982833888,0.010695802813019073,0.0,0.11277935151269153,0.1,0.2
Turismo,566,4269,9,87.20988410104832,0,0,0,0,0,57.76247246549515,1,25.338295653770466,0,25,433.7119972774248,0.8070425003967416,0.030063958039595495,0.0,0.2960412077582525,0.1,0.7
Commercio,927,9886,9,10.771593027494175,0,0,0,0,0,82.38155343375436,0,18.5190787512291,0,38,224.14396231220846,0.9919433973924368,0.102995623247945,0.0,0.706359223895906,0.1,0.2
Telecomunicazioni,906,7297,4,60.37059406525132,0,0,0,1,1,75.39299470836295,1,17.0814133030665,0,88,258.1324292804143,0.8845326364967245,0.925151977015721,0.25813242928041435,0.5898832451393825,0.1,0.7
Tecnologia,162,5121,3,38.202296855073,0,0,0,0,1,98.3397317599978,1,34.36220505649381,0,15,198.78275397933842,0.1951585350912466,0.05992899811709487,0.19878275397933842,0.9723288626666301,0.1,0.7
Agricoltura,453,6075,1,18.52881861949719,1,0,1,1,0,44.65719487575653,0,16.186163686261292,1,95,163.78343215785983,0.6614432767186459,0.8204052127505211,0.0,0.07761991459594218,0.8,0.2
Finanza e assicurazioni,568,9106,3,47.23953973674861,0,0,1,0,0,77.3885587896657,1,26.713906382919106,1,8,307.9927997263863,0.6410932058789681,0.022732896419981576,0.0,0.6231426464944282,0.8,0.7
Industria manifatturiera,240,98,2,48.797874460608924,1,1,1,1,0,53.17335884513321,0,15.708518833929968,1,69,23.30880416372483,0.7142075074600616,0.7426292766575533,0.0,0.21955598075222013,0.8,0.2
Agricoltura,451,8121,8,2.658762198837028,0,0,1,1,1,98.43070655337846,1,24.127525547816735,1,99,602.2026370417852,0.878954381777406,0.8903965581978346,0.6022026370417852,0.9738451092229743,0.8,0.7
Finanza e assicurazioni,856,7835,8,2.664153296294147,0,0,1,0,1,46.28275846387331,1,15.361840116978154,0,52,777.8403022777599,0.67962667271496,0.1975912660688831,0.7778403022777599,0.10471264106455512,0.1,0.7
Telecomunicazioni,298,8249,9,78.36051349979314,0,0,1,1,1,76.08373441625145,0,29.789393994394114,0,87,755.7104397234615,0.953617914845803,0.9626467547004509,0.7557104397234615,0.6013955736041907,0.1,0.2
Servizi,876,4480,3,15.5398927057122,0,0,1,1,0,90.96051970594432,1,26.77040350139474,1,34,576.7358597880034,0.9293682002966253,0.7239086670323148,0.0,0.849341995099072,0.8,0.7
Telecomunicazioni,925,2967,9,82.40731056182365,0,0,1,0,1,81.64447672386252,0,32.539289056723305,0,64,828.9118206862992,0.9477362552326714,0.05372162628853956,0.8289118206862992,0.6940746120643754,0.1,0.2
